date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-10-29 19:29:18,CodeThreePhoto,,0,0,3,"Pictures speak a thousand words! Here are just a few of my photos taken of our heroic Firefighters during the #ThomasFire . @VCFD venturacountyfirecrew @lbfirefighters haywardfirefighters @Dharpstudio @dept_el… https://www.instagram.com/p/B4NsCKXA4ny/?igshid=1mv9k9r496r9i",,@VCFD @lbfirefighters @Dharpstudio @dept_el,#ThomasFire,1189262956736987138,https://twitter.com/CodeThreePhoto/status/1189262956736987138
2019-10-29 18:35:59,Wildwing621,NWSSanDiego,0,0,2,"This will be a cold #SantaAna. While most people will look at that and say thank god, remember both the #ThomasFire and #LilacFire were fueled by cold #SantaAnaWinds. #FireReady #SoCalFireWatch #californiawildfires #BrushFire",,,#SantaAna #ThomasFire #LilacFire #SantaAnaWinds #FireReady #SoCalFireWatch #californiawildfires #BrushFire,1189249537598218242,https://twitter.com/Wildwing621/status/1189249537598218242
2019-10-29 18:28:04,haleakela19,CountyofSonoma,0,0,1,"Here's a little levity from the #ThomasFire two years ago. Even Father Serra wore a mask. Hoping for the best for beautiful Sonoma County. Much love from Ventura ",,,#ThomasFire,1189247544938897409,https://twitter.com/haleakela19/status/1189247544938897409
2019-10-29 01:28:26,LittleGrimm23,,1,1,7,"I hope everyone knows that this fire season isn’t even remotely over. Every November we get the SoCal fire. #ThomasFire, #WoolseyFire... This year it’s not just the #TickFire or #GettyFire. We all know better. Prepare now, and keep your guard up.",,,#ThomasFire #WoolseyFire #TickFire #GettyFire,1188990945401769985,https://twitter.com/LittleGrimm23/status/1188990945401769985
2019-10-28 21:09:32,cp1000oaks,,0,1,2,"We have these (#Thomasfire) with the F3 filters; some folks like the M2 masks (different strap config) #GettyFire",,,#Thomasfire #GettyFire,1188925791167369221,https://twitter.com/cp1000oaks/status/1188925791167369221
2019-10-27 22:02:49,haleakela19,,0,0,0,"Having experienced the #ThomasFire in 2017 I'm so sad to see the beautiful North Bay Area on fire. ",,,#ThomasFire,1188576814173605888,https://twitter.com/haleakela19/status/1188576814173605888
2019-10-26 19:45:52,haleakela19,HathorEarthFyre,1,2,4,"The #ThomasFire in Dec. 2017 was started by faulty PG&amp;E equipment during a high wind event. At one point it moved 20 miles a minute. Yes you read that right. Damn near burned down Ventura, but the amazing firefighters knew how to keep it from burning City Hall and downtown. ",,,#ThomasFire,1188179962315993088,https://twitter.com/haleakela19/status/1188179962315993088
2019-10-26 19:05:02,YungAlfii,,2,0,0,"Crazy to experience the #thomasfire now living close to where the #KincadeFire is happening ",,,#thomasfire #KincadeFire,1188169684983508992,https://twitter.com/YungAlfii/status/1188169684983508992
2019-10-26 01:02:36,EmeryvilleMatty,,1,0,3,"@PGE4Me says weather conditions and many random sources of sparks cause these fires. Strange because the most destructive have been started by their lousy equipment. #CAMPFIRE #KincaidFire #TickFire #ThomasFire etc.",,@PGE4Me,#CAMPFIRE #KincaidFire #TickFire #ThomasFire,1187897280885485568,https://twitter.com/EmeryvilleMatty/status/1187897280885485568
2019-10-26 00:17:22,KathWertheim,,0,0,0,"Why it’s terrible that the Fairgrounds have spot fires: that’s where people evacuated during the #ThomasFire. ",,,#ThomasFire,1187885897808695296,https://twitter.com/KathWertheim/status/1187885897808695296
2019-10-25 01:02:55,RachelCasanta,,2,0,1,"My kids just beckoned me to our house's 2nd floor to look at helicopters and smoke. We live on the east end of Ventura...this is looking south. They remember the #thomasfire of 2017/18. Winds and fire is scary. #california #SantaAnaWinds #fires",,,#thomasfire #california #SantaAnaWinds #fires,1187534973399470080,https://twitter.com/RachelCasanta/status/1187534973399470080
2019-10-24 20:42:35,MyaNikitaEtc,,0,1,3,"Thank you Venura County. THIS is a great public service. #SpringFire #ThomasFire #SantaAnaWinds #SonomaCounty #selfcare .@VCscanner",,@VCscanner,#SpringFire #ThomasFire #SantaAnaWinds #SonomaCounty #selfcare,1187469457192411143,https://twitter.com/MyaNikitaEtc/status/1187469457192411143
2019-10-21 02:15:53,KathWertheim,,0,0,2,"When the local guy who gave out full-size candy bars at Halloween lost his house to the #ThomasFire, I vowed we’d take over. Last year we had 40 kids, so we got 3 boxes of 30 bars. That’s about right, right? ",,,#ThomasFire,1186103784625164289,https://twitter.com/KathWertheim/status/1186103784625164289
2019-10-18 20:05:25,Ventura_Plays,,0,0,0,"City Church California in Ventura donated $100,000 to help rebuild the playground that was destroyed during the Thomas Fire. #thomasfire #inclusiveplayground #togetherweriseweplay",,,#thomasfire #inclusiveplayground #togetherweriseweplay,1185285777455906819,https://twitter.com/Ventura_Plays/status/1185285777455906819
2019-10-18 18:54:56,passenger_A2B,,0,0,0,"Since fire season lasts 6mo a yr or longer (thanks PUC) what will tourist industry look like in SoCal / how will adjacent destinations adapt 2 fire evacuees? @Airbnb saw surges during #Thomasfire neighboring areas. W/fwys closed for fire r we 2 rely on @waze too? #ClimateAction?",,@Airbnb @waze,#Thomasfire #ClimateAction #ClimateAction,1185268038569906177,https://twitter.com/passenger_A2B/status/1185268038569906177
2019-10-16 14:32:10,PaulHendershot,,0,0,1,"#WaybackWednesday We stumbled upon this video and wanted to wish @smokey_bear a happy belated 75th birthday! #landscapedesigner #paulhendershotdesign http://paulhendershotdesign.com #thomasfire #ojai #venturacounty #smokeybear #happybirthday #California @LosPadresNF",,@smokey_bear @LosPadresNF,#WaybackWednesday #landscapedesigner #paulhendershotdesign #thomasfire #ojai #venturacounty #smokeybear #happybirthday #California,1184477136951730179,https://twitter.com/PaulHendershot/status/1184477136951730179
2019-10-14 16:54:30,crazyjmom,,2,0,21,"Found Grandma’s wedding pic. Adding daughter’s pic with grandma’s dress from previous post. So happy it survived the #ThomasFire! (Grandma is in the middle) ",,,#ThomasFire,1183788181906325505,https://twitter.com/crazyjmom/status/1183788181906325505
2019-10-13 22:21:10,crazyjmom,,4,0,22,"Daughter Jillian is modeling my Grandma Marion’s #wedding dress from the '20s that somehow survived the #ThomasFire. Amazing find, though absolutely reeks of smoke. #flapper #1920s",,,#wedding #ThomasFire #flapper #1920s,1183508002210344961,https://twitter.com/crazyjmom/status/1183508002210344961
2019-10-13 05:36:10,ai6yrham,ai6yrham,0,1,10,"During both the #ThomasFire and #WoolseyFire these were cropping up left and right. The hallmark was they would retweet all official stuff, but then you'd see strange (false rumors for example) inserted into the stream. Enough people reporting seems to get them removed fast.",,,#ThomasFire #WoolseyFire,1183255085125533696,https://twitter.com/ai6yrham/status/1183255085125533696
2019-10-12 09:13:25,winterhartarts,,0,1,0,"#SaddlerRidgeFire = #WoolseyFire 2.0. Woolsey Fire = #ThomasFire 2.0. Stop trying to one-up yourself every year, California. It’s getting old.",,,#SaddlerRidgeFire #WoolseyFire #ThomasFire,1182947368481648642,https://twitter.com/winterhartarts/status/1182947368481648642
2019-10-12 04:28:31,kurt_kessenich,ai6yrham,0,0,1,"Thanks for the quick info I think we’re all a little jumpy after #SaddleridgeFire last night and the #ThomasFire two years ago still fresh in my mind",,,#SaddleridgeFire #ThomasFire,1182875671183278080,https://twitter.com/kurt_kessenich/status/1182875671183278080
2019-10-12 02:31:45,OccupyV,WCKitchen,0,0,12,"As a former evacuee of the #ThomasFire I thank you for all you will do for #SaddleridgeFire evacuees ",,,#ThomasFire #SaddleridgeFire,1182846286703128576,https://twitter.com/OccupyV/status/1182846286703128576
2019-10-11 19:10:21,haleakela19,,0,1,1,"Thankfully this time we aren't in a SoCal fire area (did that #ThomasFire 2017), but the winds are fierce and we are prepared to evacuate if necessary. However, I just saw a guy using a leaf blower on a parking lot of a mostly vacant office building. You do you, fella. ",,,#ThomasFire,1182735203204096000,https://twitter.com/haleakela19/status/1182735203204096000
2019-10-11 18:48:42,geeksoldier64,RealKiraDavis,0,0,1,"Lived in SB through the #ThomasFire of 2017. It ain't no joke! Gotta be ready to get going, when they say GET GOING. #staysafeLA",,,#ThomasFire #staysafeLA,1182729756799750144,https://twitter.com/geeksoldier64/status/1182729756799750144
2019-10-11 15:36:49,ai6yrham,,2,13,92,"Thanks to everyone who contributed to our ham radio infrastructure fund after the #ThomasFire, the cameras and other equipment we have with a direct view of the #SaddleridgeFire were purchased through those funds. (now, to figure out how to fix the wind shake!)",,,#ThomasFire #SaddleridgeFire,1182681468511735809,https://twitter.com/ai6yrham/status/1182681468511735809
2019-10-11 15:01:27,asaltysister,DestaG,0,0,1,"I have high anxiety over the reality of devastation of the #thomasfire And out my bedroom window I can see Los Olivos on . It does swarm up all those fears and tears. God be with the first responders &amp; fire fighters... ",,,#thomasfire,1182672566063783936,https://twitter.com/asaltysister/status/1182672566063783936
2019-10-11 09:28:14,nutz_doh,,0,0,0,"...Our fire in Sylmar has spread all the way to #PorterRanch 10 miles away! Fire jumping house to house across the hills from Sylmar all the way across the North San Fernando Valley. Lots of homes burning ala #ThomasFire. If you live in those areas, WAKE UP YOUR NEIGHBORS!",,,#PorterRanch #ThomasFire,1182588709599768578,https://twitter.com/nutz_doh/status/1182588709599768578
2019-10-11 09:22:21,Spicy_MildSauce,,2,0,8,"I'm from Ventura County and its frustrating hearing the Bay area complain about their power being out for a few days to prevent forest fires. Hundreds loss their homes in the #ThomasFire , #HillFire , #WooselyFire and now #SaddleRidgeFire and #WendyFire are threatening us.",,,#ThomasFire #HillFire #WooselyFire #SaddleRidgeFire #WendyFire,1182587230134497280,https://twitter.com/Spicy_MildSauce/status/1182587230134497280
2019-10-11 03:50:13,CVRLOSNUNEZ,vLCm_SAmfX,0,0,0,"Because it started the 2nd Biggest fire in California 2 years ago. #ThomasFire burnt over 280,000 Acres and over 1,000 homes. Edison’s been at fault do to power lines during these winds. Safety and Liability",,,#ThomasFire,1182503645843095553,https://twitter.com/CVRLOSNUNEZ/status/1182503645843095553
2019-10-11 03:28:35,4pambradley,,1,0,2,"During #hillfire #malibufire #malibufires #ThomasFire horse people pitched in to help w/evac. Might be needed in Newbury Park and Hidden Valley tonight. Not there YET. But... who can/will help if needed tonight?@RealJamesWoods @Alyssa_Milano",,@RealJamesWoods @Alyssa_Milano,#hillfire #malibufire #malibufires #ThomasFire,1182498201439363073,https://twitter.com/4pambradley/status/1182498201439363073
2019-10-11 02:43:05,Margaretscully8,laura_perkin,1,0,0,"God, so hoping it isn’t heading towards neighborhoods. Every time these Santa Ana’s blow I go all PTSD #ThomasFire",,,#ThomasFire,1182486748971982848,https://twitter.com/Margaretscully8/status/1182486748971982848
2019-10-09 15:58:40,calicolocali,soychicka,0,0,0,"Calif. power companies neglected equipment for over 30yrs. They’ve privatized their “maintenance” departments reaping #BILLIONS in profits at the expense of public safety. Now we the #customers pay with lives &amp; loss of work due to power failures. #thomasfire #reyfire #fail",,,#BILLIONS #BILLIONS #customers #thomasfire #reyfire #fail,1181962188283506690,https://twitter.com/calicolocali/status/1181962188283506690
2019-10-09 15:58:02,calicolocali,sfchronicle,0,1,4,"Calif. power companies have neglected equipment for over 30yrs. They’ve privatized their “maintenance” departments reaping #BILLIONS in profits at the expense of public safety. Now we the #customers pay with lives &amp; loss of work due to power failures. #thomasfire #reyfire #fail",,,#BILLIONS #BILLIONS #customers #thomasfire #reyfire #fail,1181962032297299971,https://twitter.com/calicolocali/status/1181962032297299971
2019-10-09 15:34:21,calicolocali,CountyofKern,0,1,1,"California power companies have neglected equipment for over 30yrs. They’ve privatized their “maintenance” departments reaping #BILLIONS in profits at the expense of public safety. Now we the #customers pay with lives &amp; loss of work due to power failures. #thomasfire #reyfire",,,#BILLIONS #BILLIONS #customers #thomasfire #reyfire,1181956070542938117,https://twitter.com/calicolocali/status/1181956070542938117
2019-10-09 02:11:30,ai6yrham,AngieKoolAidKid,0,0,0,"One week before the #ThomasFire I was at someone's ranch back in the Santa Paula canyons, and the power went out. And they had no communications because on that, plus cell phone amplifier = no power. My ham radio was the only comms to call in the blackout to SCE!",,,#ThomasFire,1181754026817290240,https://twitter.com/ai6yrham/status/1181754026817290240
2019-10-08 23:42:02,Michael18551528,,0,0,0,"This first hand account of the #ThomasFire and the #MontecitoMudslides that followed describes kindness in the midst of tragedy. The citizens of a town torn apart by deadly slides and filled with toxic smoke, still manage to give each other a helping hand.",,,#ThomasFire #MontecitoMudslides,1181716413402120193,https://twitter.com/Michael18551528/status/1181716413402120193
2019-10-08 19:58:46,calicolocali,lilyjamali,0,0,0,"Thanks to the #SantaAnas?!?!?NO!!! Thanks to @SCE privatizing their maintenance 30 years ago and no maintenance has been done! Don’t blame nature. Blame the people @SCE for putting profits over people! #thomasfire #paradisefire #reyfire #santarosafire #profitsoversafety",,@SCE @SCE,#SantaAnas #thomasfire #paradisefire #reyfire #santarosafire #profitsoversafety,1181660223079010304,https://twitter.com/calicolocali/status/1181660223079010304
2019-10-08 19:57:47,calicolocali,JacobMargolis,0,0,0,"Thanks to the #SantaAnas?!?!?NO!!! Thanks to @SCE privatizing their maintenance 30 years ago and no maintenance has been done! Don’t blame nature. Blame the people @SCE for putting profits over people! #thomasfire #paradisefire #reyfire #santarosafire #fail",,@SCE @SCE,#SantaAnas #thomasfire #paradisefire #reyfire #santarosafire #fail,1181659979184402432,https://twitter.com/calicolocali/status/1181659979184402432
2019-10-08 17:30:15,itsallsuccess,GelBarricade,0,0,0,"#califires #thomasfire #thisstuff",,,#califires #thomasfire #thisstuff,1181622849045327872,https://twitter.com/itsallsuccess/status/1181622849045327872
2019-10-08 07:11:06,Michael18551528,,1,0,0,"A combination of the reduced infiltration capacity of the soil surrounding Montecito, which according to the VC Star was a direct cause of the #ThomasFire, and negligence on behalf of the SB Government when it came to preventing floods, led Montecito to experience catastrophe.",,,#ThomasFire,1181467033608671232,https://twitter.com/Michael18551528/status/1181467033608671232
2019-10-08 07:11:05,Michael18551528,,1,0,0,"In Jan of 2018 Montecito was hit by the #ThomasFire, forcing over half of the town's population, nearly 4,000 people, to evacuate. While seven homes were destroyed, the real damage was caused by the flash floods and mudslides that followed less than two months after the fire.",,,#ThomasFire,1181467032887259137,https://twitter.com/Michael18551528/status/1181467032887259137
2019-10-02 20:31:06,vcwatershed,,0,0,0,"#LCTC1 Seacliff Fire Station precip exceeds 1.40 in @12:31 Possible Debris Flow in #Carpinteria #Rincon #LaConchita #Mussel Shoals #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire Area Exceeds Threshold 0.8/1 hour",,,#LCTC1 #Carpinteria #Rincon #LaConchita #Mussel #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire,1179494033913192450,https://twitter.com/vcwatershed/status/1179494033913192450
2019-10-02 20:31:06,vcwatershed,,0,0,0,"#LCTC1 Seacliff Fire Station precip exceeds 0.71 in @12:31 Possible Debris Flow in #Carpinteria #Rincon #LaConchita #Mussel Shoals #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire Area Exceeds Threshold 0.4/15 min",,,#LCTC1 #Carpinteria #Rincon #LaConchita #Mussel #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire,1179494033535754241,https://twitter.com/vcwatershed/status/1179494033535754241
2019-10-02 20:31:05,vcwatershed,,0,0,0,"#LCTC1 Seacliff Fire Station precip exceeds 0.71 in @12:31 Possible Debris Flow in #Carpinteria #Rincon #LaConchita #Mussel Shoals #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire Area Exceeds Threshold 0.6/30 min",,,#LCTC1 #Carpinteria #Rincon #LaConchita #Mussel #Seacliff #FariaBeach #Solimar #Hwy101 #PCHWest #ThomasFire,1179494029270159360,https://twitter.com/vcwatershed/status/1179494029270159360
2019-10-02 15:11:02,vcwatershed,,1,0,0,"#CDGC1 Canada Larga precip exceeds 0.81 in @07:11 Possible Debris Flow in #VenturaCity #CanadaLarga #ThomasFire Area Exceeds Threshold 0.6/30 min",,,#CDGC1 #VenturaCity #CanadaLarga #ThomasFire,1179413489506557952,https://twitter.com/vcwatershed/status/1179413489506557952
2019-10-02 15:11:02,vcwatershed,,0,0,0,"#CDGC1 Canada Larga precip exceeds 0.81 in @07:11 Possible Debris Flow in #Ventura CanadaLarga #ThomasFire Area Exceeds Threshold 0.8/1 hour",,,#CDGC1 #Ventura #ThomasFire,1179413489435205634,https://twitter.com/vcwatershed/status/1179413489435205634
2019-10-02 15:11:02,vcwatershed,,0,0,0,"#CDGC1 Canada Larga precip exceeds 0.81 in @07:11 Possible Debris Flow in #VenturaCity #CanadaLarga #ThomasFire Area Exceeds Threshold 0.4/15 min",,,#CDGC1 #VenturaCity #CanadaLarga #ThomasFire,1179413488931876866,https://twitter.com/vcwatershed/status/1179413488931876866
2019-10-01 15:34:55,vcwatershed,,0,0,0,"#FTTC1 Fillmore Sanitation prec exceeds 0.48 in @07:34 Possible Debris Flow west of #Fillmore #Toland #GrandAve #ThomasFire Area Exceeds Threshold 0.4/15 min",,,#FTTC1 #Fillmore #Toland #GrandAve #ThomasFire,1179057110635683840,https://twitter.com/vcwatershed/status/1179057110635683840
2019-09-28 18:26:59,SpreterLaw,,0,0,0,"Judge meets with criminal prosecutors on Woolsey Fire, postpones civil lawsuits. #wildfire, #malibu, #losangeles, #ventura, #PGE, #woolsey, #thomasfire, #santabarbara https://www.vcstar.com/story/news/local/communities/simi-valley/2019/09/26/judge-meets-prosecutors-woolsey-fire-delays-civil-lawsuits/2441304001/ via @vcstar",,@vcstar,#wildfire #malibu #losangeles #ventura #PGE #woolsey #thomasfire #santabarbara,1178013248072716288,https://twitter.com/SpreterLaw/status/1178013248072716288
2019-09-21 16:47:27,TrishasWCFireWx,,0,0,6,"Hey ya'll I just wanted to thank you for following me! #FireSeason2019 has been quiet so far but don't forget that some of #CAWILDFIRES most destructive &amp; deadly fires were in October, November &amp; December. I will #NeverForget #CampFire #NunsFire #ThomasFire #PrepareForFire",,,#FireSeason2019 #CAWILDFIRES #NeverForget #CampFire #NunsFire #ThomasFire #PrepareForFire,1175451483287912448,https://twitter.com/TrishasWCFireWx/status/1175451483287912448
2019-09-20 21:00:51,HeartsofHeroes_,,0,3,6,"Residents of Montecito, CA lived through the tragic #ThomasFire &amp; then just weeks later, they were buried by a mudslide. Luckily, #firstresponders were there to save victims in need! @Ginger_Zee @LongwoodFC25 #HeartsOfHeroesTV #SneakPeek",,@Ginger_Zee @LongwoodFC25,#ThomasFire #firstresponders #HeartsOfHeroesTV #SneakPeek,1175152868841730053,https://twitter.com/HeartsofHeroes_/status/1175152868841730053
2019-09-20 19:51:13,JennaCTosh,,0,0,0,"#schoolstrike4climate #thomasfire 805 knows the effects of climate change ",,,#schoolstrike4climate #thomasfire,1175135342812221440,https://twitter.com/JennaCTosh/status/1175135342812221440
2019-09-18 22:00:39,HeartsofHeroes_,,0,1,4,"#SNEAKPEEK: In 2017, the #ThomasFire devastated the city of Montecito, CA. Unfortunately the scorched earth left in its wake had tragic consequences. #HeartsOfHeroesTV @Ginger_Zee @USGS",,@Ginger_Zee @USGS,#SNEAKPEEK #ThomasFire #HeartsOfHeroesTV,1174443139391791104,https://twitter.com/HeartsofHeroes_/status/1174443139391791104
2019-09-14 03:19:19,805foodie,juliabainbridge,0,5,31,"Sending from Ventura County, where @WCKitchen and @chefjoseandres came to our aid during the #ThomasFire and #WoolseyFire . @cheftkilcoyne @chefjasoncollis #ChefsForCalifornia",,@WCKitchen @chefjoseandres @cheftkilcoyne @chefjasoncollis,#ThomasFire #WoolseyFire #ChefsForCalifornia,1172711395499986944,https://twitter.com/805foodie/status/1172711395499986944
2019-09-12 18:21:05,rcc_ictg,rcc_ictg,0,0,0,"Tax Workshop Tonight! Free. It can be confusing and challenging to navigate taxes after a disaster. Spread the word to #SantaBarbaraCounty &amp; #VenturaCounty folks who may be struggling w/ how to file. #ThomasFire #DebrisFlow #HillFire #WoolseyFire",,,#SantaBarbaraCounty #VenturaCounty #ThomasFire #DebrisFlow #HillFire #WoolseyFire,1172213557091454976,https://twitter.com/rcc_ictg/status/1172213557091454976
2019-09-11 20:01:27,WhitneyBound,ZenAndHopscotch,0,0,0,"Yeah...this is personally offensive. #thomasfire #woolseyfire",,,#thomasfire #woolseyfire,1171876426032668672,https://twitter.com/WhitneyBound/status/1171876426032668672
2019-09-11 19:00:06,DC_ARCHITECTS,,0,0,0,"It's interesting to see how all of the #ThomasFire rebuild projects are at different phases in the rebuild process. Framing for this Ventura home is done!• ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ #colina2 #thomasfire #thomasfirerebuilds #venturacounty #visitventura #venturastrong",,,#ThomasFire #colina2 #thomasfire #thomasfirerebuilds #venturacounty #visitventura #venturastrong,1171860989219917825,https://twitter.com/DC_ARCHITECTS/status/1171860989219917825
2019-09-11 17:13:16,ictgorg,rcc_ictg,0,1,3,"It can be confusing and challenging to navigate taxes after a disaster. Please spread the word to #SantaBarbaraCounty &amp; #VenturaCounty folks who may be struggling with how to file after being impacted by the #ThomasFire, 1/9 #DebrisFlow, #HillFire, and #WoolseyFire:",,,#SantaBarbaraCounty #VenturaCounty #ThomasFire #DebrisFlow #HillFire #WoolseyFire,1171834102162415616,https://twitter.com/ictgorg/status/1171834102162415616
2019-09-10 20:40:59,njtunesmith,,0,0,0,"After the fire. Two years on. #thomasfire @Ojai, California https://www.instagram.com/p/B2PpSfdB7Bf/?igshid=khc8yxnl7p09",,,#thomasfire,1171523988020817920,https://twitter.com/njtunesmith/status/1171523988020817920
2019-09-10 20:27:35,CalHospitals,,1,1,0,"Spared from the #ThomasFire, a 100-year storm sent a raging mudslide down the mountains above Montecito. Steve Fellows from @CottageHealth recounts witnessing something he had never seen before in his 39 years as health care leader - victims covered in a thick viscous mud.",,@CottageHealth,#ThomasFire,1171520614776991745,https://twitter.com/CalHospitals/status/1171520614776991745
2019-09-10 18:45:44,CalHospitals,,1,3,8,"A resident of CA for just 6 months, Jenifer Nyhuis was told she was ""on her own"" while evacuating @AVDMHospital during the the #ThomasFire. Using their own cars, Jenifer &amp; her dedicated staff evacuated each &amp; very patient. ",,@AVDMHospital,#ThomasFire,1171494986002489344,https://twitter.com/CalHospitals/status/1171494986002489344
2019-09-09 16:14:42,servpro_ventura,,0,0,1,"#ventura #venturacounty #venturacountyfire #woosleyfire servprolife #servproventura #firefighter #woosleyfires #woolseyfire #thomasfire #thousandoaksfires #malibufire #malibu #malibubeac #malibubeach #agourahills #agourahillsfire #westlakevillage #westl…",,,#ventura #venturacounty #venturacountyfire #woosleyfire #servproventura #firefighter #woosleyfires #woolseyfire #thomasfire #thousandoaksfires #malibufire #malibu #malibubeac #malibubeach #agourahills #agourahillsfire #westlakevillage #westl,1171094589677035520,https://twitter.com/servpro_ventura/status/1171094589677035520
2019-09-09 02:25:33,SCscanner1,,1,7,16,"#SantaPaula #Ojai - #VCFD responding to a reported brush fire behind Thomas Aquinas College off of Ojai Rd.. same place where the #ThomasFire started in 2017.",,,#SantaPaula #Ojai #VCFD #ThomasFire,1170885926190383109,https://twitter.com/SCscanner1/status/1170885926190383109
2019-09-05 22:36:27,jumpinjonnydee,DigiDiva2020,0,0,0,"I went through this with the #ThomasFire. If you have only one or two routes out of your area, leave before the evac order comes. Have a safe landing spot where friends neighbors can expect you to arrive. Check in when you get there via social media ",,,#ThomasFire,1169741108223467520,https://twitter.com/jumpinjonnydee/status/1169741108223467520
2019-09-05 03:14:56,Dirt_Trailz,CarrieDDahl,0,0,0,"Not new been living here for all but a few years of my life. Funny how areas not near hills or in canyons rarely if ever burn down By the way the #thomasfire was a 1/4 mile up the street from me but only homes across the street from or in the hills burned.",,,#thomasfire,1169448801536487424,https://twitter.com/Dirt_Trailz/status/1169448801536487424
2019-09-04 19:00:12,DC_ARCHITECTS,,0,0,0,"The best part of our projects is getting to see them completely finished. This #ThomasFire rebuild home is finished and ready for move in! • ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ #colina3 #thomasfire #thomasfirerebuilds #venturacounty #ventura #visitventura #venturastrong",,,#ThomasFire #colina3 #thomasfire #thomasfirerebuilds #venturacounty #ventura #visitventura #venturastrong,1169324298139504642,https://twitter.com/DC_ARCHITECTS/status/1169324298139504642
2019-09-03 05:43:42,AKrossTheTable,VCscanner,0,0,1,"Thank you for your reports and sacrificing your time—it has kept so many of us safe and informed Let us know what we can do to help you! #thomasfire #venturastrong",,,#thomasfire #venturastrong,1168761463835525120,https://twitter.com/AKrossTheTable/status/1168761463835525120
2019-09-03 05:42:02,farnaki,SBCityOES,0,0,0,"SBCityOES: you’re wrong for criticizing/calling out @VCscanner. They were essential reporting for #ThomasFire &amp; provide all SITREPs for this County. Shame on you. A public apology is in order. We rely on @VCscanner when your office is silent. God bless the lost souls on that boat",,@VCscanner @VCscanner,#ThomasFire,1168761045785047040,https://twitter.com/farnaki/status/1168761045785047040
2019-09-03 05:05:21,iDetox75,SBCityOES,0,0,15,"Really??? Signaling out one source for the same information put out by multiple media outlets. Maybe concentrate on taking care of the families impacted by this tragedy. Have you forgotten the tremendous work @VCscanner did during the #thomasfire.",,@VCscanner,#thomasfire,1168751812062732288,https://twitter.com/iDetox75/status/1168751812062732288
2019-08-30 12:44:12,KathWertheim,Reuters,0,0,0,"Nice idea, wish it worked for everyone. My sister specifically had her #insurance agent come out after she built a separate garage to make sure it was adequately insured. When the #ThomasFire destroyed it, she found out that as a separate building it was only insured for $75,000. ",,,#insurance #ThomasFire,1167417738081398786,https://twitter.com/KathWertheim/status/1167417738081398786
2019-08-28 19:00:30,DC_ARCHITECTS,,0,0,0,"Today, we're sharing a #WorkInProgressWednesday for one of the Thomas Fire rebuilds. We're making progress! • ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ • ⁣⠀ #colina1 #thomasfire #thomasfirerebuilds #venturacounty #ventura",,,#WorkInProgressWednesday #colina1 #thomasfire #thomasfirerebuilds #venturacounty #ventura,1166787658837831680,https://twitter.com/DC_ARCHITECTS/status/1166787658837831680
2019-08-28 18:25:08,WaterEdFdn,,0,3,5,"Adam Kanold with @MontecitoWater says water agencies should evaluate pipelines, insurance coverage &amp; mapping database to protect against fire and debris flows. #droughttour #cawater #thomasfire ",,@MontecitoWater,#droughttour #cawater #thomasfire,1166778758742736896,https://twitter.com/WaterEdFdn/status/1166778758742736896
2019-08-28 16:41:06,KCLUNEWS,,0,0,1,"Utility Companies Outline Power Shutdown Plan On Central, South Coasts During High Brush Fire Danger @countyofsb #thomasfire #powershutdown #SCE #PGE",,@countyofsb,#thomasfire #powershutdown #SCE #PGE,1166752576856944640,https://twitter.com/KCLUNEWS/status/1166752576856944640
2019-08-27 16:25:24,mlstotts,,0,1,0,"CONTEXT: The largest #wildfire in California's history is half of one percent the size of what has burned in the #AmazonFires. The #ThomasFire which ravaged Ventura and Santa Barbara for months and led to the mudslides that killed dozens = only 1/6th of what's burned in #Brazil.",,,#wildfire #AmazonFires #ThomasFire #Brazil,1166386239882182656,https://twitter.com/mlstotts/status/1166386239882182656
2019-08-26 23:10:30,KCLUNEWS,,0,1,0,"Utilities Officials To Outline Power Shutoff Plans In Santa Barbara County During High Fire Danger #thomasfire #woolseyfire #805strong @countyofsb #brushfire",,@countyofsb,#thomasfire #woolseyfire #805strong #brushfire,1166125797322547200,https://twitter.com/KCLUNEWS/status/1166125797322547200
2019-08-24 01:00:02,EdibleSB,,0,0,0,"#Ventura County #beekeepers feel the sting of #ThomasFire https://buff.ly/2L3Adok (via @vcstar ) Already reeling from drought and viruses, this close-knit industry gets yet another hit",,@vcstar,#Ventura #beekeepers #ThomasFire,1165066199501291520,https://twitter.com/EdibleSB/status/1165066199501291520
